Label,Score
Management_Of_Legal_And_Regulatory_Framework,784.1676178351045
Energy_Management,154.28445226559415
Business_Model_Resilience,70.73597052891273
Competitive_Behavior,45.071862658602186
Ecological_Impacts,33.43293186684605
Access_And_Affordability,26.75914503686363
Customer_Welfare,22.139382736117113
Data_Security,19.1925828816602
GHG_Emissions,17.05368986609392
Systemic_Risk_Management,15.506549600686412
Human_Rights_And_Community_Relations,14.200755303783808
Water_And_Wastewater_Management,13.082910818804521
Physical_Impacts_Of_Climate_Change,12.163907974492759
Air_Quality,11.272531108988915
Director_Removal,10.476457122422289
Product_Quality_And_Safety,9.72623066836968
Selling_Practices_And_Product_Labeling,9.027447015279904
Employee_Engagement_Inclusion_And_Diversity,8.400853151950287
Employee_Health_And_Safety,7.787323756463593
Critical_Incident_Risk_Management,7.166016960516572
Product_Design_And_Lifecycle_Management,6.574244558083592
Supply_Chain_Management,6.0202969043457415
Labor_Practices,5.466076832002727
Waste_And_Hazardous_Materials_Management,4.848446156800492
Business_Ethics,4.176103488818626
Customer_Privacy,3.266210907007917
