Label,Score
Product_Design_And_Lifecycle_Management,1391.4999696537852
Energy_Management,238.280068598222
Waste_And_Hazardous_Materials_Management,107.83020276168827
Customer_Welfare,68.19494527403731
Competitive_Behavior,48.95333221700275
Product_Quality_And_Safety,38.63402294617845
Supply_Chain_Management,31.785287534585223
Selling_Practices_And_Product_Labeling,27.431658895278815
Management_Of_Legal_And_Regulatory_Framework,24.278022852842696
Business_Ethics,21.955616922408808
Data_Security,19.989602211629972
Ecological_Impacts,18.343839346140157
Employee_Health_And_Safety,16.84831646142993
Access_And_Affordability,15.54825988569064
Water_And_Wastewater_Management,14.354026705521392
Systemic_Risk_Management,13.311997837561648
Customer_Privacy,12.302010370738572
GHG_Emissions,11.38931061970652
Business_Model_Resilience,10.540233084495412
Director_Removal,9.70648161083227
Air_Quality,8.891233543108683
Labor_Practices,8.096402157651028
Human_Rights_And_Community_Relations,7.3134034659015015
Physical_Impacts_Of_Climate_Change,6.482517646771157
Employee_Engagement_Inclusion_And_Diversity,5.575836804797291
Critical_Incident_Risk_Management,4.463402225534082
