Label,Score
Management_Of_Legal_And_Regulatory_Framework,2927.9068157821894
Business_Model_Resilience,456.5008066543378
Ecological_Impacts,201.69229005719535
Human_Rights_And_Community_Relations,124.79273703374201
Product_Design_And_Lifecycle_Management,90.08183498721337
Director_Removal,72.07778258936014
GHG_Emissions,61.06397271971218
Competitive_Behavior,53.20267862372566
Physical_Impacts_Of_Climate_Change,47.36438145820284
Access_And_Affordability,42.27969510748517
Supply_Chain_Management,38.51737093873089
Customer_Welfare,35.385003963136114
Energy_Management,32.50242585479282
Data_Security,30.070788778888527
Selling_Practices_And_Product_Labeling,27.89510647734278
Business_Ethics,25.852643287013052
Systemic_Risk_Management,23.934134250041097
Product_Quality_And_Safety,22.15232779699727
Employee_Engagement_Inclusion_And_Diversity,20.475462702976074
Air_Quality,18.859675570303807
Labor_Practices,17.271189364721067
Employee_Health_And_Safety,15.703873861610191
Water_And_Wastewater_Management,14.268919491922134
Waste_And_Hazardous_Materials_Management,12.65214992951951
Customer_Privacy,10.8919612854952
Critical_Incident_Risk_Management,8.6039724691218
