Label,Score
Business_Model_Resilience,900.0082832723856
Ecological_Impacts,132.39293913834263
Human_Rights_And_Community_Relations,61.05247188033536
Product_Design_And_Lifecycle_Management,39.518431253905874
Management_Of_Legal_And_Regulatory_Framework,28.493906381598208
Supply_Chain_Management,22.568389704625588
Physical_Impacts_Of_Climate_Change,18.77891588176135
GHG_Emissions,16.327641251904424
Director_Removal,14.40922355739167
Access_And_Affordability,13.00658994918922
Selling_Practices_And_Product_Labeling,11.818987787875813
Customer_Welfare,10.857777767523658
Energy_Management,9.975077521346975
Water_And_Wastewater_Management,9.2156019291142
Employee_Engagement_Inclusion_And_Diversity,8.579286745458376
Data_Security,7.957725764601491
Waste_And_Hazardous_Materials_Management,7.392895206576213
Product_Quality_And_Safety,6.880980982008623
Competitive_Behavior,6.361479424696881
Customer_Privacy,5.843622687330935
Employee_Health_And_Safety,5.370920349989319
Systemic_Risk_Management,4.879368668742245
Air_Quality,4.421549922379199
Critical_Incident_Risk_Management,3.9120224003709154
Business_Ethics,3.3476768625405384
Labor_Practices,2.6282341862970497
