Label,Score
Management_Of_Legal_And_Regulatory_Framework,905.8514487296343
Competitive_Behavior,145.36763175018132
Systemic_Risk_Management,62.533359207678586
Business_Ethics,38.70380144135561
Director_Removal,27.62007094011642
Business_Model_Resilience,21.912806882173754
Human_Rights_And_Community_Relations,18.414856182178482
Customer_Welfare,16.03705995879136
Product_Quality_And_Safety,14.345649879600387
Selling_Practices_And_Product_Labeling,12.940976430138107
Ecological_Impacts,11.806186201574747
GHG_Emissions,10.953283567505423
Data_Security,10.119046141800936
Labor_Practices,9.384881613194011
Energy_Management,8.674608813598752
Access_And_Affordability,8.055649536603596
Employee_Engagement_Inclusion_And_Diversity,7.4650555674452335
Supply_Chain_Management,6.891751731571276
Product_Design_And_Lifecycle_Management,6.353051160753239
Customer_Privacy,5.870386106951628
Waste_And_Hazardous_Materials_Management,5.376151172094978
Physical_Impacts_Of_Climate_Change,4.891511111636646
Critical_Incident_Risk_Management,4.425272017077077
Air_Quality,3.9301708101993427
Employee_Health_And_Safety,3.3953188874875195
Water_And_Wastewater_Management,2.680015319157974
