Label,Score
Management_Of_Legal_And_Regulatory_Framework,838.8192041441798
Energy_Management,169.22083400271367
Business_Model_Resilience,78.12304898176808
Access_And_Affordability,49.92822813964449
Water_And_Wastewater_Management,36.33868885668926
Data_Security,29.308197787206154
Ecological_Impacts,24.403893462673295
Air_Quality,21.21924603759544
Physical_Impacts_Of_Climate_Change,18.770951406448148
Customer_Welfare,17.028702496609185
Critical_Incident_Risk_Management,15.594065505662002
Competitive_Behavior,14.287905138276983
Product_Design_And_Lifecycle_Management,13.203884678310715
Human_Rights_And_Community_Relations,12.205988291359972
Employee_Health_And_Safety,11.304850248678122
GHG_Emissions,10.391095115424832
Systemic_Risk_Management,9.648487555648899
Selling_Practices_And_Product_Labeling,8.957961851003347
Waste_And_Hazardous_Materials_Management,8.30579340114491
Product_Quality_And_Safety,7.6461013232474215
Director_Removal,7.000914285483304
Employee_Engagement_Inclusion_And_Diversity,6.41431988219847
Supply_Chain_Management,5.793756397266407
Customer_Privacy,5.137111069663661
Labor_Practices,4.427241274097469
Business_Ethics,3.5195294054719852
