Label,Score
Energy_Management,1687.409498333931
Management_Of_Legal_And_Regulatory_Framework,264.1953777099261
GHG_Emissions,116.75117754272651
Air_Quality,75.0632135773194
Product_Design_And_Lifecycle_Management,55.28567319503054
Physical_Impacts_Of_Climate_Change,44.09985394810792
Competitive_Behavior,36.52168864454143
Access_And_Affordability,31.65064142702613
Supply_Chain_Management,28.016752627911046
Critical_Incident_Risk_Management,25.096465463517234
Water_And_Wastewater_Management,22.80892105132807
Data_Security,20.92841826361837
Selling_Practices_And_Product_Labeling,19.31841142702615
Product_Quality_And_Safety,17.77728057524655
Human_Rights_And_Community_Relations,16.44677234851406
Customer_Welfare,15.24481624100008
Director_Removal,14.082415760261938
Business_Model_Resilience,12.941059681295883
Ecological_Impacts,11.906355777027784
Labor_Practices,10.877076138713164
Waste_And_Hazardous_Materials_Management,9.9478338015615
Systemic_Risk_Management,9.034529921365902
Employee_Health_And_Safety,8.147695002146065
Customer_Privacy,7.262518670555437
Business_Ethics,6.247021098999539
Employee_Engagement_Inclusion_And_Diversity,4.938530542611261
