Label,Score
Management_Of_Legal_And_Regulatory_Framework,1089.8668650910258
Systemic_Risk_Management,205.12043183099013
Competitive_Behavior,95.38241216237657
Business_Ethics,59.357056251203176
Labor_Practices,43.72056966309901
Director_Removal,35.08071487728739
Data_Security,29.541628456965555
Business_Model_Resilience,25.695452484011184
Product_Quality_And_Safety,22.89770920149749
Supply_Chain_Management,20.71183340100106
GHG_Emissions,18.83496810658835
Customer_Welfare,17.322724728495814
Energy_Management,15.93093673203839
Selling_Practices_And_Product_Labeling,14.795490363205317
Physical_Impacts_Of_Climate_Change,13.68680799700087
Human_Rights_And_Community_Relations,12.753730651980732
Ecological_Impacts,11.904361511726165
Access_And_Affordability,11.065335086925188
Waste_And_Hazardous_Materials_Management,10.312000110716326
Customer_Privacy,9.49740581298829
Employee_Engagement_Inclusion_And_Diversity,8.73686812366941
Air_Quality,7.965656081883935
Employee_Health_And_Safety,7.274333706489415
Product_Design_And_Lifecycle_Management,6.496628439621418
Critical_Incident_Risk_Management,5.591784660136909
Water_And_Wastewater_Management,4.456292545728502
