Label,Score
Director_Removal,464.9714057594538
Management_Of_Legal_And_Regulatory_Framework,87.5058686833363
Business_Model_Resilience,40.53631940088235
Product_Design_And_Lifecycle_Management,25.66983733791858
Business_Ethics,18.731968656298704
Physical_Impacts_Of_Climate_Change,15.023549008881673
Data_Security,12.510398121201433
Systemic_Risk_Management,10.774071445281152
Human_Rights_And_Community_Relations,9.553684635611717
Competitive_Behavior,8.598183940863237
Employee_Engagement_Inclusion_And_Diversity,7.77152564068092
Labor_Practices,7.107543671270832
Customer_Privacy,6.50631360168336
Supply_Chain_Management,6.002742505457718
Waste_And_Hazardous_Materials_Management,5.545225776557345
Water_And_Wastewater_Management,5.112818633962888
Customer_Welfare,4.751827386207879
Critical_Incident_Risk_Management,4.4242761489294935
Air_Quality,4.088578021444846
Selling_Practices_And_Product_Labeling,3.8035507305467036
GHG_Emissions,3.4825484185130335
Product_Quality_And_Safety,3.1715205228538252
Energy_Management,2.900729183515068
Ecological_Impacts,2.5635640367108863
Employee_Health_And_Safety,2.1936107539804652
Access_And_Affordability,1.69833802744688
