Label,Score
Management_Of_Legal_And_Regulatory_Framework,984.0390246659517
Business_Ethics,135.77293472900055
Labor_Practices,60.1186156431213
Director_Removal,37.45800474617863
Employee_Engagement_Inclusion_And_Diversity,28.5248415407259
Product_Quality_And_Safety,23.424560319224838
Competitive_Behavior,19.813589761091862
Systemic_Risk_Management,17.37754044897156
Business_Model_Resilience,15.638303899904713
Selling_Practices_And_Product_Labeling,14.158678749634419
Human_Rights_And_Community_Relations,12.978218228614423
Access_And_Affordability,11.970636125071906
Customer_Welfare,11.049515541817527
Data_Security,10.166008119937032
Ecological_Impacts,9.394129859254463
Product_Design_And_Lifecycle_Management,8.738205053407
Waste_And_Hazardous_Materials_Management,8.112149895605398
Customer_Privacy,7.570512317935936
Energy_Management,6.986653514293721
Supply_Chain_Management,6.492216290673241
Employee_Health_And_Safety,5.945052731229225
Physical_Impacts_Of_Climate_Change,5.444761730817845
GHG_Emissions,4.961951873599901
Air_Quality,4.373859308383544
Critical_Incident_Risk_Management,3.683702453156002
Water_And_Wastewater_Management,2.8063305230025435
