Label,Score
Management_Of_Legal_And_Regulatory_Framework,789.8262148797512
Systemic_Risk_Management,133.30888065788895
Access_And_Affordability,60.35733532393351
Competitive_Behavior,38.6230884771212
Business_Ethics,29.134585484978743
Supply_Chain_Management,24.040277160704136
Human_Rights_And_Community_Relations,20.396674261312
Business_Model_Resilience,17.80118657537969
Product_Quality_And_Safety,15.94586853403598
GHG_Emissions,14.46933912037639
Director_Removal,13.222137077478692
Energy_Management,12.063353592820931
Ecological_Impacts,11.083099681709427
Customer_Welfare,10.185785680601839
Data_Security,9.41824188735336
Labor_Practices,8.671877130196663
Selling_Practices_And_Product_Labeling,8.052278690534877
Physical_Impacts_Of_Climate_Change,7.491585942421807
Air_Quality,6.905986201687483
Employee_Engagement_Inclusion_And_Diversity,6.353028540906962
Employee_Health_And_Safety,5.846469930460444
Critical_Incident_Risk_Management,5.321409248310374
Water_And_Wastewater_Management,4.811758764350088
Product_Design_And_Lifecycle_Management,4.2631831526668975
Waste_And_Hazardous_Materials_Management,3.6446517330332426
Customer_Privacy,2.7617003459163243
