Label,Score
Management_Of_Legal_And_Regulatory_Framework,850.5457171425223
Business_Ethics,132.84090859047137
Director_Removal,64.20449165068567
Labor_Practices,40.40857471345225
Energy_Management,30.07152252056403
Product_Quality_And_Safety,23.471955454617273
Access_And_Affordability,19.379218810296152
Data_Security,16.903232018696144
Waste_And_Hazardous_Materials_Management,15.09963546617655
Competitive_Behavior,13.51009999809321
Air_Quality,12.226746504136827
Selling_Practices_And_Product_Labeling,11.170691801118664
Systemic_Risk_Management,10.281078994099516
Ecological_Impacts,9.432193506305339
Human_Rights_And_Community_Relations,8.655739107111003
GHG_Emissions,7.999618104629917
Critical_Incident_Risk_Management,7.3807360820355825
Physical_Impacts_Of_Climate_Change,6.845448027946986
Water_And_Wastewater_Management,6.316491444158601
Employee_Health_And_Safety,5.809131380956387
Customer_Privacy,5.332821159856394
Product_Design_And_Lifecycle_Management,4.874824606318725
Customer_Welfare,4.413106699692435
Supply_Chain_Management,3.8881100077705923
Employee_Engagement_Inclusion_And_Diversity,3.325314792265999
Business_Model_Resilience,2.6125938133191084
