Label,Score
Management_Of_Legal_And_Regulatory_Framework,1343.7011004984379
Business_Ethics,240.7180365191307
Systemic_Risk_Management,115.66653633199167
Director_Removal,75.00444345059805
Business_Model_Resilience,54.603607892699074
Competitive_Behavior,43.19231203745585
Human_Rights_And_Community_Relations,36.27934990165522
Data_Security,31.500364458886907
Employee_Engagement_Inclusion_And_Diversity,27.84277252398897
Ecological_Impacts,25.17213519930374
Product_Quality_And_Safety,22.968507457117084
Customer_Welfare,20.99082606798038
Physical_Impacts_Of_Climate_Change,19.3526752126636
GHG_Emissions,17.78138654155191
Customer_Privacy,16.418953325162875
Selling_Practices_And_Product_Labeling,15.193813954829238
Supply_Chain_Management,14.099094585079001
Product_Design_And_Lifecycle_Management,13.038836108054966
Labor_Practices,11.98376740529784
Access_And_Affordability,10.985636244004127
Waste_And_Hazardous_Materials_Management,10.073948407516582
Water_And_Wastewater_Management,9.217705156974262
Air_Quality,8.394064045191044
Critical_Incident_Risk_Management,7.458201246656245
Energy_Management,6.359355021035299
Employee_Health_And_Safety,5.002570953540271
