Label,Score
Energy_Management,1573.7443275302649
Management_Of_Legal_And_Regulatory_Framework,244.92148335743695
GHG_Emissions,114.0023668584181
Air_Quality,73.31188547960483
Product_Design_And_Lifecycle_Management,54.208801235305145
Physical_Impacts_Of_Climate_Change,43.55867332970956
Competitive_Behavior,36.55215341853909
Access_And_Affordability,31.923875898646656
Supply_Chain_Management,28.34619157575071
Critical_Incident_Risk_Management,25.458055069553666
Water_And_Wastewater_Management,23.147176332364324
Data_Security,21.241747967957053
Selling_Practices_And_Product_Labeling,19.555969203531276
Product_Quality_And_Safety,17.98600693399203
Human_Rights_And_Community_Relations,16.590427788207307
Customer_Welfare,15.27445203118259
Director_Removal,14.111658742738655
Business_Model_Resilience,12.996218605840113
Ecological_Impacts,11.939662915217923
Labor_Practices,11.003271392197348
Waste_And_Hazardous_Materials_Management,10.090943106159102
Systemic_Risk_Management,9.196760263381293
Employee_Health_And_Safety,8.257085620120051
Customer_Privacy,7.333839823520975
Business_Ethics,6.3259389476443175
Employee_Engagement_Inclusion_And_Diversity,4.921027046570089
