Label,Score
Management_Of_Legal_And_Regulatory_Framework,544.4690751209855
Competitive_Behavior,89.67616259015631
Ecological_Impacts,40.898820002912544
Business_Model_Resilience,25.913136595627293
Director_Removal,19.868010606092867
Product_Quality_And_Safety,16.0586033462896
Customer_Welfare,13.684963786159642
Business_Ethics,11.951479142066091
Selling_Practices_And_Product_Labeling,10.606605900626164
Human_Rights_And_Community_Relations,9.551056333933957
Employee_Engagement_Inclusion_And_Diversity,8.616924377158284
Water_And_Wastewater_Management,7.933104892959818
GHG_Emissions,7.261071050539613
Systemic_Risk_Management,6.692145618086215
Physical_Impacts_Of_Climate_Change,6.2159471974591725
Waste_And_Hazardous_Materials_Management,5.760275608743541
Product_Design_And_Lifecycle_Management,5.357249622262316
Labor_Practices,4.957625368493609
Access_And_Affordability,4.588802715821657
Data_Security,4.227633905975381
Air_Quality,3.8721594751696102
Energy_Management,3.54522498161532
Employee_Health_And_Safety,3.2028095301939175
Customer_Privacy,2.8234708608943038
Critical_Incident_Risk_Management,2.407366271421779
Supply_Chain_Management,1.8602739237830974
