Label,Score
Management_Of_Legal_And_Regulatory_Framework,286.2827449515462
Data_Security,71.90752371354029
Business_Ethics,38.92494680627715
Human_Rights_And_Community_Relations,25.763261809479445
Director_Removal,18.554298095288686
Competitive_Behavior,14.291858940036036
Systemic_Risk_Management,11.742611594032496
Ecological_Impacts,10.072591732023284
Product_Quality_And_Safety,8.850869424291886
Labor_Practices,7.87978810351342
Access_And_Affordability,7.127630266302731
Business_Model_Resilience,6.489663372689392
GHG_Emissions,5.914201544015668
Air_Quality,5.43034183018608
Supply_Chain_Management,4.9283899831352755
Customer_Privacy,4.501099492656067
Physical_Impacts_Of_Climate_Change,4.134598472563084
Employee_Engagement_Inclusion_And_Diversity,3.8040808114456013
Energy_Management,3.4831569580710493
Waste_And_Hazardous_Materials_Management,3.2044399059959687
Water_And_Wastewater_Management,2.9647294016031083
Product_Design_And_Lifecycle_Management,2.7033891174942255
Selling_Practices_And_Product_Labeling,2.4573804381361697
Customer_Welfare,2.201684551255312
Critical_Incident_Risk_Management,1.905486482399283
Employee_Health_And_Safety,1.479230706463568
