Label,Score
Management_Of_Legal_And_Regulatory_Framework,658.6351497173309
Ecological_Impacts,105.64748322730884
Competitive_Behavior,49.34362106467597
Business_Model_Resilience,31.93698260409292
Product_Quality_And_Safety,24.151776618498843
Business_Ethics,19.301755294087343
Director_Removal,16.346773648110684
Customer_Welfare,14.359020181640517
Product_Design_And_Lifecycle_Management,12.808326566359028
Data_Security,11.501142104854807
Employee_Engagement_Inclusion_And_Diversity,10.428507184027694
Selling_Practices_And_Product_Labeling,9.562335376511328
Water_And_Wastewater_Management,8.799265452777036
GHG_Emissions,8.11158148094546
Waste_And_Hazardous_Materials_Management,7.527362432680093
Physical_Impacts_Of_Climate_Change,6.985630458482774
Human_Rights_And_Community_Relations,6.466402748046676
Systemic_Risk_Management,5.977447082696017
Energy_Management,5.523041762295179
Employee_Health_And_Safety,5.078783686331008
Customer_Privacy,4.695854961551959
Labor_Practices,4.2988865599327255
Air_Quality,3.900373571552336
Access_And_Affordability,3.429476848890772
Critical_Incident_Risk_Management,2.9317003146134084
Supply_Chain_Management,2.251320063645835
